interface,overload_control,Load,BREAKWATERD_B,RATE_LIMITING,BREAKWATERD_SLO,DAGOR_QUEUING_THRESHOLD,PRICE_UPDATE_RATE,LAZY_UPDATE,DAGOR_ADMISSION_LEVEL_UPDATE_INTERVAL,TOKEN_UPDATE_RATE,LOAD_SHEDDING,PRICE_STEP,BREAKWATER_A,BREAKWATER_LOAD_SHEDDING,BREAKWATERD_INITIAL_CREDIT,LATENCY_THRESHOLD,BREAKWATER_CLIENT_EXPIRATION,DAGOR_UMAX,BREAKWATERD_A,BREAKWATERD_LOAD_SHEDDING,PRICE_STRATEGY,BREAKWATERD_RTT,BREAKWATER_INITIAL_CREDIT,BREAKWATER_B,DAGOR_ALPHA,INTERCEPT,BREAKWATERD_CLIENT_EXPIRATION,DAGOR_BETA,CHARON_TRACK_PRICE,BREAKWATER_SLO,BREAKWATER_RTT,Throughput,Goodput,99th_percentile,95th_percentile,Median Latency,Throughput std,Goodput std,99th_percentile std,95th_percentile std,Median Latency std,file_count,Request
S_102000854,breakwaterd,9000,7.16324267765976,True,11335us,2ms,10ms,False,10ms,10ms,True,0,8.52203709658313,True,1415,100us,4947us,20,9.892631925098604,True,step,16898us,108,9.873027806416664,0.05,breakwaterd,45230us,0.01,False,28396us,18100us,199.7200999546808,199.7200999546808,153.92737496000004,140.00586871666667,107.76910833333334,16.51259701426161,16.51259701426161,9.52918918685252,5.971911327976281,6.051204913599737,3,S_102000854
S_102000854,breakwaterd,10000,7.16324267765976,True,11335us,2ms,10ms,False,10ms,10ms,True,0,8.52203709658313,True,1415,100us,4947us,20,9.892631925098604,True,step,16898us,108,9.873027806416664,0.05,breakwaterd,45230us,0.01,False,28396us,18100us,173.79862324362205,157.56181276128933,217.3359811375,194.240274575,120.284265375,143.56090745758513,139.0988937935193,63.88865984012416,70.41921465808562,28.90995676600511,4,S_102000854
S_102000854,breakwaterd,11000,7.16324267765976,True,11335us,2ms,10ms,False,10ms,10ms,True,0,8.52203709658313,True,1415,100us,4947us,20,9.892631925098604,True,step,16898us,108,9.873027806416664,0.05,breakwaterd,45230us,0.01,False,28396us,18100us,83.17794025288238,82.73836481647949,168.46397686333336,150.85715424999998,92.465303,40.794490088561794,40.73575191650803,37.08015412001548,40.27119452086261,17.2874840522343,3,S_102000854
S_102000854,breakwaterd,12000,7.16324267765976,True,11335us,2ms,10ms,False,10ms,10ms,True,0,8.52203709658313,True,1415,100us,4947us,20,9.892631925098604,True,step,16898us,108,9.873027806416664,0.05,breakwaterd,45230us,0.01,False,28396us,18100us,228.42847069959444,215.80559689982164,206.09785155599997,187.78344685,125.8722175,174.12936489279835,176.96959578867077,52.96114074653468,51.45676248353721,48.12411388058507,5,S_102000854
S_102000854,breakwaterd,13000,7.16324267765976,True,11335us,2ms,10ms,False,10ms,10ms,True,0,8.52203709658313,True,1415,100us,4947us,20,9.892631925098604,True,step,16898us,108,9.873027806416664,0.05,breakwaterd,45230us,0.01,False,28396us,18100us,177.63482698668508,177.12404931174993,171.4099259566667,155.03811464999998,122.461861,113.90057862292926,113.25172927342253,31.01631518717828,38.646415353782814,25.74639979218067,3,S_102000854
S_102000854,breakwaterd,14000,7.16324267765976,True,11335us,2ms,10ms,False,10ms,10ms,True,0,8.52203709658313,True,1415,100us,4947us,20,9.892631925098604,True,step,16898us,108,9.873027806416664,0.05,breakwaterd,45230us,0.01,False,28396us,18100us,74.0160476179932,74.0160476179932,142.70800422499997,124.28737094999998,86.473998,63.406808072915865,63.406808072915865,36.70253672500002,42.21875625,34.010775,3,S_102000854
S_102000854,breakwaterd,15000,7.16324267765976,True,11335us,2ms,10ms,False,10ms,10ms,True,0,8.52203709658313,True,1415,100us,4947us,20,9.892631925098604,True,step,16898us,108,9.873027806416664,0.05,breakwaterd,45230us,0.01,False,28396us,18100us,64.46423876072528,64.42981198479077,190.17507070666667,179.72113336666666,118.335296,33.849908481407496,33.89383949373005,15.393748904144395,11.358421546261736,15.670224891841228,3,S_102000854
S_102000854,breakwaterd,16000,7.16324267765976,True,11335us,2ms,10ms,False,10ms,10ms,True,0,8.52203709658313,True,1415,100us,4947us,20,9.892631925098604,True,step,16898us,108,9.873027806416664,0.05,breakwaterd,45230us,0.01,False,28396us,18100us,108.03169319497012,72.9931466011008,245.55689123,237.81067385,167.41922325000002,68.84467022699792,33.9079081083701,41.71173547000001,40.67129644999997,20.60001225,2,S_102000854
S_102000854,charon,1000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,997.7092555223298,997.7092555223298,43.70847172,42.59394711666667,40.96394683333333,0.6263973284517027,0.6263973284517027,0.1426858220569066,0.0648618259199813,0.0250262986953513,3,S_102000854
S_102000854,charon,2000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,1969.3663617114037,1969.3663617114037,44.73482114666666,42.62026601666667,40.3302125,28.08956643157181,28.08956643157181,0.7388283000865454,0.3699120312394295,0.0900253889642593,3,S_102000854
S_102000854,charon,3000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,2960.10178651512,2960.10178651512,48.01453396666667,45.07513281666667,41.0191165,23.807810080340328,23.807810080340328,0.6786218714373036,0.8068652711399886,0.2629726972415575,3,S_102000854
S_102000854,charon,4000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,3963.849477053367,3963.849477053367,54.905874186666665,49.94912203333333,42.98035066666667,21.92366773363927,21.92366773363927,0.3977422836981985,0.2857015153271767,0.2612090888239195,3,S_102000854
S_102000854,charon,5000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,4986.237624390122,4986.237624390122,69.21150857666669,59.9075914,47.5985325,7.167408482227889,7.167408482227889,1.376955534155476,0.2192678718428847,0.2751535078772685,3,S_102000854
S_102000854,charon,6000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,5833.62488149963,5833.62488149963,94.21224268,77.6183679333333,55.69631933333333,107.92467368682318,107.92467368682318,4.34177700037869,0.4340396536315813,0.8886970680392489,3,S_102000854
S_102000854,charon,7000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,6405.795293105309,6405.795293105309,121.20781688666676,98.80755846666666,66.00411783333332,97.60242377453262,97.60242377453262,5.898054984919082,1.9144453850400247,1.6443322008109256,3,S_102000854
S_102000854,charon,8000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,6284.5329775584205,6251.513187302694,189.9925563033333,100.3165859,61.201330000000006,300.2155938161194,331.67999045491086,26.47051466233162,13.826459255937076,4.563793253938295,3,S_102000854
S_102000854,charon,9000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,6346.811939493909,6271.339171776429,214.08778431999997,135.49725069999997,67.0785415,283.16641035136627,365.9437020125234,42.24285773185026,15.149620109765912,4.923347155175141,3,S_102000854
S_102000854,charon,10000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,6211.960801672736,6097.304580565609,247.5908736,138.38796485999987,67.8852086,286.18875237128105,322.2292321034854,31.642801956639023,5.163329952186524,4.095474631427306,5,S_102000854
S_102000854,charon,11000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,6179.285945391697,6031.278969793518,267.3855544299999,148.3701125166666,67.59493883333333,246.9098448196742,299.773651989151,41.76409459590391,10.699220246203502,5.484739148476865,3,S_102000854
S_102000854,charon,12000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,6023.6408427503375,5823.464150669658,287.666499146,169.93811803999995,70.1558228,235.83368924400904,261.16823965734216,21.26620108003265,29.119597307559,2.1318825710979143,5,S_102000854
S_102000854,charon,13000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,5817.836014797961,5596.301767208115,314.75997531000024,161.1039740499998,68.95173899999999,405.277667224237,424.82023233691007,38.40898198892453,31.87173014501498,5.9983414310578524,3,S_102000854
S_102000854,charon,14000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,5430.609897421372,5167.77033259075,347.82878515333323,222.9963680833332,69.29699566666666,529.3831800171479,555.7863908813534,51.4849942615796,47.36900676479676,4.718282771662455,3,S_102000854
S_102000854,charon,15000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,5452.459067280721,5175.930320688388,389.9713026766667,214.7807825,72.111733,627.3117287951388,646.1368105546519,28.73732664181951,65.56354059515739,4.759387768117716,3,S_102000854
S_102000854,charon,16000,0.02,True,12500us,2ms,10089us,True,10ms,21077us,True,145,0.001,True,400,8027us,10ms,20,0.001,True,proportional,1000us,400,0.02,0.05,charon,10ms,0.01,False,12500us,1000us,6074.006508891735,5850.655528648476,328.65685555999977,170.39104997499993,72.86961375,177.99166591517474,117.94871549286722,16.974015120000104,24.50510657500005,1.0914992499999985,2,S_102000854
S_102000854,dagor,1000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,993.1822173902392,993.1822173902392,45.71576658749999,43.4877428625,41.10984,1.413246239742944,1.413246239742944,0.2590498827434449,0.1236730205144662,0.0325176984060217,4,S_102000854
S_102000854,dagor,2000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,1930.9831562709287,1930.9831562709287,46.502496895,44.0547139125,40.63090425,3.319822072700547,3.319822072700547,0.253076281357965,0.2140881905405427,0.0960819536083019,4,S_102000854
S_102000854,dagor,3000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,2712.564127758864,2712.564127758864,52.38851207333332,48.27971763333333,41.569624,6.738947891723201,6.738947891723201,0.4700601216447016,0.1233458233210751,0.0144698590410094,3,S_102000854
S_102000854,dagor,4000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,3301.114180185242,3301.114180185242,63.1205456625,56.0642155875,44.1258395,26.864954468308028,26.864954468308028,2.168794755675128,0.7507030136252381,0.2859818127274462,4,S_102000854
S_102000854,dagor,5000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,3662.1527231482582,3662.1527231482582,78.04447650499999,67.63365415,48.46683875,32.245533299393195,32.245533299393195,2.436346042819204,1.655319678603679,0.448435296033541,4,S_102000854
S_102000854,dagor,6000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,3948.473767992696,3948.473767992696,96.99543045249992,81.2842129125,53.843575875,27.24925732710333,27.24925732710333,2.738152526918296,1.7458988033388845,0.501458795436297,4,S_102000854
S_102000854,dagor,7000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,4017.95231478955,4017.95231478955,119.92769941333336,99.49688048333331,61.0624255,42.55269014313227,42.55269014313227,4.00749283254064,2.8552340042693665,0.9558567956583084,3,S_102000854
S_102000854,dagor,8000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,4080.250321936248,4076.759225644239,163.64463254749992,124.1152022,72.396527125,25.854714525679167,24.751005527701366,16.935689840784896,5.392942585867369,1.1787646059305288,4,S_102000854
S_102000854,dagor,9000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,4070.057897477378,4061.533187987611,180.64789555749996,145.6315335625,83.04540075,66.40185437605595,69.93590860691084,14.909809676234056,11.829089999925513,3.278476535040886,4,S_102000854
S_102000854,dagor,10000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,4090.352728733151,4050.7810817895215,212.76856407,170.6324919833333,92.950321,66.38395593215033,72.95962969663363,16.719760719680867,10.953122093039823,3.3327416822177107,6,S_102000854
S_102000854,dagor,11000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,4111.592354678217,3867.4535651054193,276.54379906666674,221.21068234999996,112.52990483333332,48.71586136053386,146.22201039995008,28.24376633733275,18.16119999978727,4.127649070173283,3,S_102000854
S_102000854,dagor,12000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,4122.255644530216,3802.564079965475,324.63875721250014,233.1136216,122.754320125,115.31817011279443,242.4766212328506,83.68832883095011,25.07785967713557,5.486861883075566,4,S_102000854
S_102000854,dagor,13000,0.02,True,12500us,1582us,10ms,False,5443us,10ms,True,0,0.001,True,400,100us,10ms,16,0.001,True,step,1000us,400,0.02,0.274757894880173,dagor,10ms,2.6518845382867213,False,12500us,1000us,4145.81449512879,3467.915520745709,325.34709937,271.4084063749999,145.69399,31.641391732199303,93.83695891812825,10.635169675113218,12.593856229438972,4.46418362274146,4,S_102000854
