interface,control_scheme,capacity,BREAKWATERD_B,RATE_LIMITING,BREAKWATERD_SLO,DAGOR_QUEUING_THRESHOLD,PRICE_UPDATE_RATE,LAZY_UPDATE,DAGOR_ADMISSION_LEVEL_UPDATE_INTERVAL,TOKEN_UPDATE_RATE,LOAD_SHEDDING,PRICE_STEP,BREAKWATER_A,BREAKWATER_LOAD_SHEDDING,BREAKWATERD_INITIAL_CREDIT,LATENCY_THRESHOLD,BREAKWATER_CLIENT_EXPIRATION,DAGOR_UMAX,BREAKWATERD_A,BREAKWATERD_LOAD_SHEDDING,PRICE_STRATEGY,BREAKWATERD_RTT,BREAKWATER_INITIAL_CREDIT,BREAKWATER_B,DAGOR_ALPHA,INTERCEPT,BREAKWATERD_CLIENT_EXPIRATION,DAGOR_BETA,CHARON_TRACK_PRICE,BREAKWATER_SLO,BREAKWATER_RTT,Throughput,Goodput,99th_percentile,95th_percentile,Median Latency,Throughput std,Goodput std,99th_percentile std,95th_percentile std,Median Latency std,file_count
S_102000854,breakwater,1000,0.02,True,12500us,2ms,10ms,False,10ms,10ms,True,0,0.0,True,400,100us,1000us,20,0.001,True,step,1000us,1,0.0,0.05,breakwater,10ms,0.01,False,20000us,30000us,1000.0580162938168,1000.0580162938168,45.21636779227273,43.737303261363635,41.66606984090909,0.3111182262511488,0.3111182262511488,0.19026153724586198,0.09428980690778332,0.03550874703166482,22
S_102000854,breakwater,12000,0.02,True,12500us,2ms,10ms,False,10ms,10ms,True,0,0.0,True,400,100us,1000us,20,0.001,True,step,1000us,1,0.0,0.05,breakwater,10ms,0.01,False,20000us,30000us,5751.743000473154,5719.358180933725,201.05466151999985,162.67222935,95.233228,312.6441487445552,317.6159191139743,6.598450220000139,0.6992041499999928,1.1481030000000025,2
S_102000854,breakwater,12000,0.02,True,12500us,2ms,10ms,False,10ms,10ms,True,0,0.0,True,400,100us,1000us,20,0.001,True,step,1000us,1,3.0,0.05,breakwater,10ms,0.01,False,10391us,1000us,6484.164549397644,5878.377201377394,490.70303355999977,341.65358825,94.350065,32.157247997390186,214.42633939970437,100.98849235999978,97.96031475000001,10.879318999999995,2
S_102000854,breakwater,12000,0.02,True,12500us,2ms,10ms,False,10ms,10ms,True,0,0.0,True,400,100us,1000us,20,0.001,True,step,1000us,1,3.0,0.05,breakwater,10ms,0.01,False,7679us,22350us,3727.7582551082546,3727.7582551082546,151.59616427500004,126.0174111,55.88590775,663.5549304969904,663.5549304969904,1.93046982500001,5.807299100000005,3.896370250000004,2
S_102000854,breakwater,12000,0.02,True,12500us,2ms,10ms,False,10ms,10ms,True,0,0.0,True,400,100us,1000us,20,0.001,True,step,1000us,1355,0.0,0.05,breakwater,10ms,0.01,False,7657us,25858us,7177.629975097429,6438.399705194264,284.783381865,239.581637825,129.03707025,392.4013171136121,86.05000145542908,16.398316984999965,17.777932025000013,10.95729625000001,2
S_102000854,breakwater,12000,0.02,True,12500us,2ms,10ms,False,10ms,10ms,True,0,0.0,True,400,100us,1000us,20,0.001,True,step,1000us,1500,0.0,0.05,breakwater,10ms,0.01,False,20000us,1000us,6948.733239682181,375.23782053078327,993.2078134,959.6232138,719.994849,468.0735836533786,8.902841785355008,5.359665640000003,24.64682140000002,58.552189999999996,2
S_102000854,breakwater,12000,0.02,True,12500us,2ms,10ms,False,10ms,10ms,True,0,0.0,True,400,100us,1000us,20,0.001,True,step,1000us,1500,0.0,0.05,breakwater,10ms,0.01,False,20000us,30000us,8443.5120386669,2216.3677558985773,574.15535305,494.025204325,279.26914750000003,47.011937447698074,165.9567593920524,31.37197708000008,18.924785125000014,6.930729999999997,2
S_102000854,breakwater,12000,0.02,True,12500us,2ms,10ms,False,10ms,10ms,True,0,0.0,True,400,100us,1000us,20,0.001,True,step,1000us,1500,3.0,0.05,breakwater,10ms,0.01,False,100us,30000us,,,,,,,,,,,1
S_102000854,breakwater,12000,0.02,True,12500us,2ms,10ms,False,10ms,10ms,True,0,0.0,True,400,100us,1000us,20,0.001,True,step,1000us,1500,3.0,0.05,breakwater,10ms,0.01,False,20000us,27397us,6456.906378652835,5086.064835944741,407.0075292000004,335.237241975,101.25232025,614.1406061207672,937.8517826987636,57.26323329999957,46.246371275,16.75966225,2
S_102000854,breakwater,12000,0.02,True,12500us,2ms,10ms,False,10ms,10ms,True,0,4.949477332835484e-12,True,400,100us,999us,20,0.001,True,step,1000us,1500,0.0,0.05,breakwater,10ms,0.01,False,19999us,1000us,7767.383287304756,233.7725020721242,991.6371253550001,947.235769025,619.366929,141.6028226326789,133.9095221912197,2.916104714999989,9.258255824999992,38.216290999999984,2
