timestamp,interface,control_scheme,capacity,throughput,goodput,latency_99,latency_95,latency_median,filename,DAGOR_BETA,BREAKWATERD_LOAD_SHEDDING,BREAKWATERD_B,BREAKWATER_A,BREAKWATERD_RTT,PRICE_STEP,BREAKWATERD_A,DAGOR_ADMISSION_LEVEL_UPDATE_INTERVAL,PRICE_UPDATE_RATE,INTERCEPT,CHARON_TRACK_PRICE,DAGOR_UMAX,DAGOR_QUEUING_THRESHOLD,BREAKWATER_B,LAZY_UPDATE,RATE_LIMITING,BREAKWATER_TRACK_CREDIT,BREAKWATER_CLIENT_EXPIRATION,LATENCY_THRESHOLD,BREAKWATER_INITIAL_CREDIT,DAGOR_ALPHA,BREAKWATER_LOAD_SHEDDING,BREAKWATER_SLO,TOKEN_UPDATE_RATE,BREAKWATERD_SLO,BREAKWATER_RTT,BREAKWATERD_INITIAL_CREDIT,LOAD_SHEDDING,BREAKWATERD_CLIENT_EXPIRATION,PRICE_STRATEGY
0607_2153,motivate-set,breakwaterd,30000,6979.4968683694315,4684.443195242374,1037.88581963,684.4025279999998,94.1896225,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-30000-0607_2153.json,0.01,true,7.16324267765976,8.52203709658313,16898us,0,9.892631925098605,10ms,10ms,breakwaterd,false,20,2ms,9.873027806416664,false,true,false,4947us,100us,270,0.05,true,23536us,10ms,11335us,18100us,1415,true,45230us,step
0607_2237,motivate-set,dagor,10000,3068.0695218144083,3068.0695218144083,34.81405656,28.12551925,24.0994215,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-10000-0607_2237.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0607_1601,motivate-set,breakwater,12000,4400.314014547387,4400.314014547387,38.81457457000002,32.223528599999995,24.392471,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-12000-0607_1601.json,0.01,true,0.02,0.869458465975631,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,0.5056524813385149,false,true,false,484us,100us,255,0.05,true,5724us,10ms,12500us,8986us,400,true,10ms,step
0608_0431,motivate-get,dagor,14000,3765.755694310375,3765.244195615106,16.283462600000007,10.271898499999999,5.187082,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-14000-0608_0431.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0608_0703,S_102000854,dagor,1000,993.6004591140671,993.6004591140671,48.18011517999997,44.84796829999999,41.822467,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-dagor-parallel-capacity-1000-0608_0703.json,2.6518845382867213,true,0.02,0.001,1000us,0,0.001,5443us,10ms,dagor,false,16,1582us,0.02,false,true,false,10ms,100us,400,0.274757894880173,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0608_0159,motivate-get,charon,14000,6886.55513628497,6886.044135354744,18.19564303999994,12.222711799999995,5.496545,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-14000-0608_0159.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0607_2140,motivate-set,dagor,14000,3547.246790525742,3547.246790525742,39.2597432,32.97315350000001,24.810007,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-14000-0607_2140.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0608_0233,motivate-get,dagor,24000,10921.36329779541,10194.220917196355,57.54979688,38.87780639999998,10.514908,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-24000-0608_0233.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0608_0606,S_149998854,charon,1000,993.5681919656201,993.5681919656201,116.91363823,115.0870453,113.0370695,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-1000-0608_0606.json,0.01,true,0.02,0.001,1000us,57,0.001,10ms,2216us,charon,false,20,2ms,0.02,true,true,false,10ms,7192us,400,0.05,true,12500us,43793us,12500us,1000us,400,true,10ms,linear
0608_0102,motivate-set,charon,22000,4736.923297111729,4736.923297111729,43.40927934999999,34.98762725,25.1509625,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-22000-0608_0102.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0608_0202,S_149998854,breakwaterd,1000,858.1869387179333,858.1869387179333,118.39914335,115.98727975,113.5096465,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwaterd-parallel-capacity-1000-0608_0202.json,0.01,true,3.2184178108187558,22.7005236421519,3846us,0,1.5280118517932095,10ms,10ms,breakwaterd,false,20,2ms,0.12163670381664993,false,true,false,4754us,100us,906,0.05,true,2600us,10ms,49838us,10274us,1631,true,36422us,step
0607_1531,motivate-set,breakwater,10000,3995.7079983774784,3995.7079983774784,35.421376910000006,29.400317999999988,24.0471465,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-10000-0607_1531.json,0.01,true,0.02,0.869458465975631,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,0.5056524813385149,false,true,false,484us,100us,255,0.05,true,5724us,10ms,12500us,8986us,400,true,10ms,step
0607_1521,motivate-get,breakwater,16000,9037.663637765323,8986.166103811249,30.31188347999998,18.39514,6.526556,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-16000-0607_1521.json,0.01,true,0.02,0.869458465975631,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,0.5056524813385149,false,true,false,484us,100us,255,0.05,true,5724us,10ms,12500us,8986us,400,true,10ms,step
0607_2358,motivate-set,breakwater,30000,7707.922049101375,6889.378158487598,811.3396679999996,303.09203880000035,49.679637,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0607_2358.json,0.01,true,0.02,0.869458465975631,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,0.5056524813385149,false,true,false,484us,100us,255,0.05,true,5724us,10ms,12500us,8986us,400,true,10ms,step
0608_0004,S_102000854,charon,1000,997.8593206672249,997.8593206672249,45.639043099999995,43.9314807,41.684788499999996,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-1000-0608_0004.json,0.01,true,0.02,0.001,1000us,113,0.001,10ms,28538us,charon,false,20,2ms,0.02,true,true,false,10ms,9869us,400,0.05,true,12500us,28374us,12500us,1000us,400,true,10ms,linear
0608_0845,S_161142529,charon,1000,998.3341163000471,998.3341163000471,73.23015012000002,71.67480125,69.234273,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-charon-parallel-capacity-1000-0608_0845.json,0.01,true,0.02,0.001,1000us,98,0.001,10ms,1089us,charon,false,20,2ms,0.02,true,true,false,10ms,7297us,400,0.05,true,12500us,25582us,12500us,1000us,400,true,10ms,linear
0608_0328,motivate-get,charon,24000,7148.267997476637,7130.287760413341,26.631551300000012,17.7270555,6.379619,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-24000-0608_0328.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0608_0122,S_102000854,breakwaterd,1000,964.9883622486362,964.9883622486362,45.91590431,44.346132399999995,41.9475585,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwaterd-parallel-capacity-1000-0608_0122.json,0.01,true,9.494892587070712,8.097836752950782,8754us,0,1.1474597295337519,10ms,10ms,breakwaterd,false,20,2ms,8.958862181960669,false,true,false,2141us,100us,385,0.05,true,34867us,10ms,26591us,13268us,2892,true,50492us,step
0607_1536,S_161142529,breakwater,15000,6914.878344370464,6199.5425403778445,455.2087805,394.0932695,210.585439,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwater-parallel-capacity-15000-0607_1536.json,0.01,true,0.02,0.2365020522901441,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,2.4855710231244577,false,true,false,789us,100us,1425,0.05,true,1626us,10ms,12500us,3605us,400,true,10ms,step
0608_0639,motivate-get,dagor,20000,12005.738235807117,11716.15872989044,41.77449914000002,27.72532644999999,8.397331,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-20000-0608_0639.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0607_2303,S_149998854,breakwaterd,1000,846.4043154122842,846.4043154122842,119.29083865999999,116.2488847,113.646672,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwaterd-parallel-capacity-1000-0607_2303.json,0.01,true,3.2184178108187558,22.7005236421519,3846us,0,1.5280118517932095,10ms,10ms,breakwaterd,false,20,2ms,0.12163670381664993,false,true,false,4754us,100us,906,0.05,true,2600us,10ms,49838us,10274us,1631,true,36422us,step
0607_2254,motivate-set,breakwater,14000,5319.533394651697,5319.533394651697,39.010663479999984,32.4723022,24.705024,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-14000-0607_2254.json,0.01,true,0.02,0.869458465975631,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,0.5056524813385149,false,true,false,484us,100us,255,0.05,true,5724us,10ms,12500us,8986us,400,true,10ms,step
0607_2344,motivate-set,dagor,26000,10176.576017629905,9787.900289920468,233.93017127999983,118.10803769999991,42.430148,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-26000-0607_2344.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0607_1529,motivate-set,charon,14000,4295.731730445844,4295.731730445844,37.61924516,31.5316734,24.374994,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-14000-0607_1529.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0607_1812,motivate-set,breakwaterd,30000,8123.468924022079,7326.575258859526,209.49743052000002,150.2031929,66.043713,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-30000-0607_1812.json,0.01,true,5.294691277091533,8.404402694420323,18707us,0,4.135466728804742,10ms,10ms,breakwaterd,false,20,2ms,0.9616420856704411,false,true,false,4939us,100us,377,0.05,true,9620us,10ms,71813us,17211us,800,true,86590us,step
0607_1420,S_149998854,dagor,13000,2543.008207476251,2281.3277088813707,726.65583568,631.9969225999998,401.306307,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-dagor-parallel-capacity-13000-0607_1420.json,2.0144790634632894,true,0.02,0.001,1000us,0,0.001,3806us,10ms,dagor,false,9,6193us,0.02,false,true,false,10ms,100us,400,1.189880849637384,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0607_2359,S_161142529,breakwaterd,1000,942.6172940726274,942.6172940726274,74.53507471,72.42687855,69.5943735,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwaterd-parallel-capacity-1000-0607_2359.json,0.01,true,9.494892587070712,8.097836752950782,8754us,0,1.1474597295337519,10ms,10ms,breakwaterd,false,20,2ms,8.958862181960669,false,true,false,2141us,100us,964,0.05,true,31463us,10ms,26591us,13268us,2892,true,50492us,step
0607_1359,motivate-get,charon,26000,7176.368332317852,7083.448666473883,38.592866099999966,23.45242225,7.1613935,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-26000-0607_1359.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0607_1548,motivate-set,breakwater,14000,5553.5556821160635,5553.5556821160635,37.988658390000005,31.777686249999995,24.415632000000002,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-14000-0607_1548.json,0.01,true,0.02,0.869458465975631,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,0.5056524813385149,false,true,false,484us,100us,255,0.05,true,5724us,10ms,12500us,8986us,400,true,10ms,step
0607_2227,motivate-get,breakwaterd,18000,10181.065177078404,8708.470606369767,84.39802179999998,57.6204205,14.994179,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-18000-0607_2227.json,0.01,true,7.16324267765976,8.52203709658313,16898us,0,9.892631925098605,10ms,10ms,breakwaterd,false,20,2ms,9.873027806416664,false,true,false,4947us,100us,270,0.05,true,23536us,10ms,11335us,18100us,1415,true,45230us,step
0608_0704,motivate-get,breakwater,16000,9420.145824438108,9407.160840396346,23.430553609999997,16.2123836,5.997243,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-16000-0608_0704.json,0.01,true,0.02,0.869458465975631,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,0.5056524813385149,false,true,false,484us,100us,255,0.05,true,5724us,10ms,12500us,8986us,400,true,10ms,step
0607_1433,motivate-get,charon,10000,5732.478657098628,5732.478657098628,13.685382000000011,8.802075,5.049317,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-10000-0607_1433.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0608_0511,motivate-set,dagor,12000,39.82072951373303,39.82072951373303,35.080580819999994,30.46991315,25.012166999999998,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-12000-0608_0511.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0608_0732,motivate-set,charon,16000,4402.516931610118,4402.516931610118,36.85918708,31.068753100000002,24.5096215,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-16000-0608_0732.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0608_0656,S_102000854,charon,1000,997.396020587954,997.396020587954,45.441339129999996,43.93382465,41.6828515,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-1000-0608_0656.json,0.01,true,0.02,0.001,1000us,113,0.001,10ms,28538us,charon,false,20,2ms,0.02,true,true,false,10ms,9869us,400,0.05,true,12500us,28374us,12500us,1000us,400,true,10ms,linear
0607_2209,motivate-set,dagor,12000,4789.677626750352,4789.677626750352,38.39327538999999,31.286188049999996,24.032605,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-12000-0607_2209.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0607_1528,motivate-get,breakwater,28000,8880.999179411107,2369.9922935911327,934.0032826700011,672.1709645500002,71.753321,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-28000-0607_1528.json,0.01,true,0.02,0.869458465975631,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,0.5056524813385149,false,true,false,484us,100us,255,0.05,true,5724us,10ms,12500us,8986us,400,true,10ms,step
0608_0003,motivate-get,charon,16000,6531.872006136131,6530.648694588957,21.365625319999992,14.255584749999997,5.549757,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-16000-0608_0003.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0608_0658,motivate-get,charon,28000,7408.411040065281,7351.3516829953915,32.40101232000003,21.290906999999983,7.26041,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-28000-0608_0658.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0608_0441,S_161142529,breakwaterd,1000,858.1056773578301,858.1056773578301,74.29717052,72.6608265,69.731639,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwaterd-parallel-capacity-1000-0608_0441.json,0.01,true,9.494892587070712,8.097836752950782,8754us,0,1.1474597295337519,10ms,10ms,breakwaterd,false,20,2ms,8.958862181960669,false,true,false,2141us,100us,964,0.05,true,31463us,10ms,26591us,13268us,2892,true,50492us,step
0607_1355,motivate-get,charon,20000,6766.2671048287575,6754.516388009486,24.022306339999854,15.9324295,6.151751,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-20000-0607_1355.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0608_0313,motivate-set,dagor,22000,6288.333545049808,6288.333545049808,46.20327925,36.599615,25.357385,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-22000-0608_0313.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0607_1823,motivate-set,breakwaterd,30000,7524.271944796152,6859.843829482291,177.37994312000035,143.73768359999997,63.1425225,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-30000-0607_1823.json,0.01,true,6.91396346361847,4.778846794145114,18036us,0,4.327559661277335,10ms,10ms,breakwaterd,false,20,2ms,8.651653933149356,false,true,false,2358us,100us,847,0.05,true,21813us,10ms,10390us,14732us,4155,true,63292us,step
0608_0352,motivate-set,dagor,18000,5309.693363126963,5309.693363126963,43.227093079999996,34.84337094999998,24.686062999999997,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-18000-0608_0352.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0608_0217,motivate-set,breakwater,22000,540.7481132593005,540.7481132593005,65.29251924000006,45.48231824999998,35.1459565,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-22000-0608_0217.json,0.01,true,0.02,0.869458465975631,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,0.5056524813385149,false,true,false,484us,100us,255,0.05,true,5724us,10ms,12500us,8986us,400,true,10ms,step
0607_2346,motivate-set,breakwater,12000,4462.0009486296085,4462.0009486296085,40.50200372,31.9123004,24.374186,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-12000-0607_2346.json,0.01,true,0.02,0.869458465975631,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,0.5056524813385149,false,true,false,484us,100us,255,0.05,true,5724us,10ms,12500us,8986us,400,true,10ms,step
0607_2344,motivate-get,charon,30000,6920.174858326707,6828.675663917441,37.95192660000013,24.273421,7.501857,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-30000-0607_2344.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0607_2203,motivate-set,dagor,28000,6510.870619493635,5987.967011028321,433.72718670000023,192.66933125,44.178148500000006,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-28000-0607_2203.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0608_0332,S_102000854,breakwaterd,1000,880.7581688973439,880.7581688973439,46.367480179999994,44.5269594,42.071932000000004,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwaterd-parallel-capacity-1000-0608_0332.json,0.01,true,9.494892587070712,8.097836752950782,8754us,0,1.1474597295337519,10ms,10ms,breakwaterd,false,20,2ms,8.958862181960669,false,true,false,2141us,100us,385,0.05,true,34867us,10ms,26591us,13268us,2892,true,50492us,step
0608_0209,motivate-set,charon,30000,4770.096958009232,4770.096958009232,47.74914352000001,38.6584314,26.067308,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0608_0209.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0607_1514,motivate-set,charon,12000,4269.178128637844,4269.178128637844,36.3385965,30.3584088,24.247597,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-12000-0607_1514.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0607_1656,motivate-get,charon,12000,6295.565410900157,6295.565410900157,16.96111959999998,10.5336375,5.2139665,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-12000-0607_1656.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0607_2324,S_102000854,dagor,1000,993.3527175866965,993.3527175866965,48.13513672,45.175153200000004,41.851319,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-dagor-parallel-capacity-1000-0607_2324.json,2.6518845382867213,true,0.02,0.001,1000us,0,0.001,5443us,10ms,dagor,false,16,1582us,0.02,false,true,false,10ms,100us,400,0.274757894880173,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0607_2319,motivate-set,breakwaterd,10000,3432.345546475212,3432.345546475212,40.03951364000006,33.01598089999999,24.565653,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-10000-0607_2319.json,0.01,true,7.16324267765976,8.52203709658313,16898us,0,9.892631925098605,10ms,10ms,breakwaterd,false,20,2ms,9.873027806416664,false,true,false,4947us,100us,270,0.05,true,23536us,10ms,11335us,18100us,1415,true,45230us,step
0608_0230,motivate-get,dagor,20000,12036.753132601541,11746.284826557103,42.86459213999999,29.101337349999987,8.918209000000001,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-20000-0608_0230.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0607_2209,motivate-get,dagor,16000,9626.221222162527,9609.578518946442,25.723657050000046,17.839517400000002,6.517640999999999,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-16000-0607_2209.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0607_1400,motivate-set,charon,28000,4728.285747068743,4728.285747068743,49.08497016999999,37.85008010000001,25.4983755,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-28000-0607_1400.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0608_0223,motivate-set,breakwater,30000,721.9464690062612,717.7245598307859,117.639385,95.267083,35.82477,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0608_0223.json,0.01,true,0.02,0.869458465975631,1000us,0,0.001,10ms,10ms,breakwater,false,20,2ms,0.5056524813385149,false,true,false,484us,100us,255,0.05,true,5724us,10ms,12500us,8986us,400,true,10ms,step
0607_1852,motivate-set,dagor,20000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-20000-0607_1852.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0607_1458,motivate-get,charon,30000,6948.72647659545,6859.76449559985,36.96442549999969,24.6978315,8.0511,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-30000-0607_1458.json,0.01,true,0.02,0.001,1000us,138,0.001,10ms,5697us,charon,false,20,2ms,0.02,true,true,false,10ms,193us,400,0.05,true,12500us,14856us,12500us,1000us,400,true,10ms,linear
0608_0841,motivate-set,dagor,16000,6358.265101082307,6358.265101082307,46.17601137999999,37.63203184999999,25.078694,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-16000-0608_0841.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
0607_2115,motivate-get,dagor,18000,10821.743449075177,10720.391773268128,34.54897054999999,24.604556049999996,8.031269,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-18000-0607_2115.json,0.9402725344777285,true,0.02,0.001,1000us,0,0.001,16214us,10ms,dagor,false,18,69539us,0.02,false,true,false,10ms,100us,400,1.936523151438795,true,12500us,10ms,12500us,1000us,400,true,10ms,step
