timestamp,interface,control_scheme,capacity,throughput,goodput,latency_99,latency_95,latency_median,filename,BREAKWATERD_RTT,DAGOR_ADMISSION_LEVEL_UPDATE_INTERVAL,LATENCY_THRESHOLD,TOKEN_UPDATE_RATE,PRICE_STRATEGY,BREAKWATERD_INITIAL_CREDIT,LAZY_UPDATE,PRICE_UPDATE_RATE,RATE_LIMITING,DAGOR_ALPHA,BREAKWATER_INITIAL_CREDIT,BREAKWATER_A,BREAKWATERD_CLIENT_EXPIRATION,CHARON_TRACK_PRICE,BREAKWATERD_B,BREAKWATER_CLIENT_EXPIRATION,LOAD_SHEDDING,BREAKWATER_B,BREAKWATER_RTT,BREAKWATERD_LOAD_SHEDDING,INTERCEPT,PRICE_STEP,DAGOR_UMAX,BREAKWATER_TRACK_CREDIT,BREAKWATERD_SLO,DAGOR_BETA,BREAKWATER_SLO,BREAKWATERD_A,DAGOR_QUEUING_THRESHOLD,BREAKWATER_LOAD_SHEDDING
0607_1218,motivate-set,charon,30000,15781.568389618269,2900.281123785243,996.378058,931.2414912500001,403.000187,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0607_1218.json,1000us,10ms,4027us,20871us,linear,400,true,13156us,true,0.05,400,0.001,10ms,false,0.02,10ms,true,0.02,1000us,true,charon,135,20,false,12500us,0.01,12500us,0.001,2ms,true
0607_1232,motivate-set,breakwater,30000,0.0,0.0,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0607_1232.json,1000us,10ms,100us,10ms,step,400,false,10ms,true,0.05,672,8.413319761932156,10ms,false,0.02,1032us,true,2.3678379853544653,45521us,true,breakwater,0,20,false,12500us,0.01,14751us,0.001,2ms,true
0607_1229,motivate-set,charon,30000,16863.58330545287,2691.828644466285,997.37958124,938.4285973999998,408.416834,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0607_1229.json,1000us,10ms,8776us,2132us,linear,400,true,3466us,true,0.05,400,0.001,10ms,false,0.02,10ms,true,0.02,1000us,true,charon,223,20,false,12500us,0.01,12500us,0.001,2ms,true
0607_1233,S_149998854,breakwater,4000,3931.3506207281866,3931.3506207281866,145.434293,137.13496325,122.60898800000001,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwater-parallel-capacity-4000-0607_1233.json,1000us,10ms,100us,10ms,step,400,false,10ms,true,0.05,1776,0.2895180150248522,10ms,false,0.02,82us,true,1.2813105474595612,18779us,true,breakwater,0,20,false,12500us,0.01,4618us,0.001,2ms,true
0607_1003,S_102000854,breakwater,4000,3989.371342101072,3989.371342101072,52.28058233000002,47.55756854999999,42.1419625,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-4000-0607_1003.json,1000us,10ms,100us,10ms,step,400,false,10ms,true,0.05,1,26.040867251256383,10ms,false,0.02,1000us,true,0.0,2654us,true,breakwater,0,20,false,12500us,0.01,1420us,0.001,2ms,true
0607_0552,S_149998854,breakwaterd,7000,3841.5443587241566,3841.5443587241566,354.4276302099992,263.8956954999998,178.589718,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwaterd-parallel-capacity-7000-0607_0552.json,3846us,10ms,100us,10ms,step,1631,false,10ms,true,0.05,906,22.7005236421519,36422us,false,3.2184178108187558,4754us,true,0.12163670381664993,10274us,true,breakwaterd,0,20,false,49838us,0.01,2600us,1.5280118517932095,2ms,true
0607_0527,S_149998854,breakwater,13000,5007.032308336844,5006.107477840291,512.6016175,428.34271525,237.1443395,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwater-parallel-capacity-13000-0607_0527.json,1000us,10ms,100us,10ms,step,400,false,10ms,true,0.05,1776,0.2895180150248522,10ms,false,0.02,82us,true,1.2813105474595612,18779us,true,breakwater,0,20,false,12500us,0.01,4618us,0.001,2ms,true
0607_0251,motivate-set,breakwater,30000,6802.428978486878,6762.115743641774,105.8255179400003,63.8774694,29.535005,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0607_0251.json,1000us,10ms,100us,10ms,step,400,false,10ms,true,0.05,1,0,10ms,false,0.02,1000us,true,1.5877270910493868,30000us,true,breakwater,0,20,false,12500us,0.01,20000us,0.001,2ms,true
0607_0558,S_149998854,breakwaterd,9000,3865.0842270083417,3865.0842270083417,341.741565,301.8706727999999,201.473682,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwaterd-parallel-capacity-9000-0607_0558.json,3846us,10ms,100us,10ms,step,1631,false,10ms,true,0.05,906,22.7005236421519,36422us,false,3.2184178108187558,4754us,true,0.12163670381664993,10274us,true,breakwaterd,0,20,false,49838us,0.01,2600us,1.5280118517932095,2ms,true
0607_1250,motivate-set,breakwater,30000,16.522817240913245,14.162414777925639,156.1795066,138.744092,49.028676,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0607_1250.json,1000us,10ms,100us,10ms,step,400,false,10ms,true,0.05,1269,2.4359562468178075,10ms,false,0.02,329us,true,1.8473802032296134,7576us,true,breakwater,0,20,false,12500us,0.01,2595us,0.001,2ms,true
