timestamp,interface,control_scheme,capacity,throughput,goodput,latency_99,latency_95,latency_median,filename,BREAKWATER_INITIAL_CREDIT,RATE_LIMITING,DAGOR_ALPHA,BREAKWATER_CLIENT_EXPIRATION,TOKEN_UPDATE_RATE,BREAKWATER_A,BREAKWATERD_A,BREAKWATERD_INITIAL_CREDIT,CHARON_TRACK_PRICE,BREAKWATER_TRACK_CREDIT,BREAKWATERD_RTT,INTERCEPT,LAZY_UPDATE,BREAKWATERD_LOAD_SHEDDING,BREAKWATERD_B,DAGOR_UMAX,BREAKWATERD_CLIENT_EXPIRATION,PRICE_UPDATE_RATE,DAGOR_ADMISSION_LEVEL_UPDATE_INTERVAL,DAGOR_QUEUING_THRESHOLD,BREAKWATER_SLO,LATENCY_THRESHOLD,BREAKWATER_RTT,PRICE_STEP,BREAKWATER_B,BREAKWATER_LOAD_SHEDDING,LOAD_SHEDDING,DAGOR_BETA,PRICE_STRATEGY,BREAKWATERD_SLO,interfaces,total_goodput,total_throughput
0618_2041,S_161142529,charon,12000,2838.8805176875726,1895.3349855045983,1738.328457820001,951.0109136999996,282.568278,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-charon-parallel-capacity-12000-0618_2041.json,400,True,0.05,10ms,75666us,0.001,0.001,400,False,False,1000us,charon,True,True,0.02,20,10ms,8394us,10ms,2ms,12500us,13360us,1000us,48,0.02,True,True,0.01,linear,12500us,"('S_102000854', 'S_149998854', 'S_161142529')",3699.2004455709175,4929.182734504675
0618_2041,S_102000854,charon,12000,1229.4542556308554,980.2554558348256,789.1106925600005,677.7135011999999,59.462576,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-12000-0618_2041.json,400,True,0.05,10ms,75666us,0.001,0.001,400,False,False,1000us,charon,True,True,0.02,20,10ms,8394us,10ms,2ms,12500us,13360us,1000us,48,0.02,True,True,0.01,linear,12500us,"('S_102000854', 'S_149998854', 'S_161142529')",3699.2004455709175,4929.182734504675
0618_2041,S_149998854,charon,12000,860.8479611862467,823.6100042314936,641.3982683999998,573.350609,142.370815,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-12000-0618_2041.json,400,True,0.05,10ms,75666us,0.001,0.001,400,False,False,1000us,charon,True,True,0.02,20,10ms,8394us,10ms,2ms,12500us,13360us,1000us,48,0.02,True,True,0.01,linear,12500us,"('S_102000854', 'S_149998854', 'S_161142529')",3699.2004455709175,4929.182734504675
0618_2049,S_102000854,breakwater,2000,1375.4385738915048,1375.4385738915048,70.26532256000002,60.30333059999998,45.057814,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-2000-0618_2049.json,1776,True,0.05,82us,10ms,0.2895180150248522,0.001,400,False,False,1000us,breakwater,False,True,0.02,20,10ms,10ms,10ms,2ms,4618us,100us,18779us,0,1.2813105474595612,True,True,0.01,step,12500us,"('S_102000854', 'S_149998854', 'S_161142529')",4591.551701541891,4591.551701541891
0618_2049,S_161142529,breakwater,2000,1378.6910879363463,1378.6910879363463,78.38493330000001,72.8747383,64.884111,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwater-parallel-capacity-2000-0618_2049.json,1776,True,0.05,82us,10ms,0.2895180150248522,0.001,400,False,False,1000us,breakwater,False,True,0.02,20,10ms,10ms,10ms,2ms,4618us,100us,18779us,0,1.2813105474595612,True,True,0.01,step,12500us,"('S_102000854', 'S_149998854', 'S_161142529')",4591.551701541891,4591.551701541891
0618_2049,S_149998854,breakwater,2000,1837.42203971404,1837.42203971404,130.03598593999993,121.94165295,114.371294,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwater-parallel-capacity-2000-0618_2049.json,1776,True,0.05,82us,10ms,0.2895180150248522,0.001,400,False,False,1000us,breakwater,False,True,0.02,20,10ms,10ms,10ms,2ms,4618us,100us,18779us,0,1.2813105474595612,True,True,0.01,step,12500us,"('S_102000854', 'S_149998854', 'S_161142529')",4591.551701541891,4591.551701541891
0618_2054,S_102000854,breakwater,3000,1539.2129173988476,1539.2129173988476,136.41631176000004,102.2025575,61.0484955,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-3000-0618_2054.json,1776,True,0.05,82us,10ms,0.2895180150248522,0.001,400,False,False,1000us,breakwater,False,True,0.02,20,10ms,10ms,10ms,2ms,4618us,100us,18779us,0,1.2813105474595612,True,True,0.01,step,12500us,"('S_102000854', 'S_149998854', 'S_161142529')",4707.974128436811,4707.974128436811
0618_2054,S_149998854,breakwater,3000,1759.7403345556047,1759.7403345556047,142.83637308,131.6045763,117.341544,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwater-parallel-capacity-3000-0618_2054.json,1776,True,0.05,82us,10ms,0.2895180150248522,0.001,400,False,False,1000us,breakwater,False,True,0.02,20,10ms,10ms,10ms,2ms,4618us,100us,18779us,0,1.2813105474595612,True,True,0.01,step,12500us,"('S_102000854', 'S_149998854', 'S_161142529')",4707.974128436811,4707.974128436811
0618_2054,S_161142529,breakwater,3000,1409.0208764823587,1409.0208764823587,109.50083643000002,93.88884655,70.3830835,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwater-parallel-capacity-3000-0618_2054.json,1776,True,0.05,82us,10ms,0.2895180150248522,0.001,400,False,False,1000us,breakwater,False,True,0.02,20,10ms,10ms,10ms,2ms,4618us,100us,18779us,0,1.2813105474595612,True,True,0.01,step,12500us,"('S_102000854', 'S_149998854', 'S_161142529')",4707.974128436811,4707.974128436811
0618_2058,S_149998854,breakwater,4000,3441.0018980855507,3441.0018980855507,216.16770017999983,178.1713002,139.961021,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwater-parallel-capacity-4000-0618_2058.json,1776,True,0.05,82us,10ms,0.2895180150248522,0.001,400,False,False,1000us,breakwater,False,True,0.02,20,10ms,10ms,10ms,2ms,4618us,100us,18779us,0,1.2813105474595612,True,True,0.01,step,12500us,"('S_102000854', 'S_149998854', 'S_161142529')",7182.966865262823,7260.870071592656
