timestamp,interface,control_scheme,capacity,throughput,goodput,latency_99,latency_95,latency_median,filename,BREAKWATERD_SLO,DAGOR_QUEUING_THRESHOLD,BREAKWATER_A,DAGOR_ALPHA,PRICE_UPDATE_RATE,BREAKWATER_SLO,INTERCEPT,BREAKWATER_LOAD_SHEDDING,BREAKWATERD_A,BREAKWATERD_RTT,BREAKWATERD_INITIAL_CREDIT,BREAKWATERD_LOAD_SHEDDING,LATENCY_THRESHOLD,PRICE_STEP,DAGOR_ADMISSION_LEVEL_UPDATE_INTERVAL,BREAKWATERD_B,DAGOR_UMAX,BREAKWATER_INITIAL_CREDIT,BREAKWATER_CLIENT_EXPIRATION,RATE_LIMITING,LOAD_SHEDDING,DAGOR_BETA,CHARON_TRACK_PRICE,BREAKWATER_RTT,LAZY_UPDATE,BREAKWATER_B,PRICE_STRATEGY,BREAKWATERD_CLIENT_EXPIRATION,TOKEN_UPDATE_RATE
0530_0604,S_149998854,charon,9000,3459.0739518898645,3458.9707944894144,498.02835966000015,242.04695784999993,147.82944350000002,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-9000-0530_0604.json,12500us,2ms,0.001,0.05,23718us,12500us,charon,true,0.001,1000us,400,true,39441us,109,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,37560us
0530_1037,S_102000854,breakwaterd,12000,463.8735068307208,190.5631497744833,358.62934834,333.29244035,231.53538550000002,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwaterd-parallel-capacity-12000-0530_1037.json,18893us,2ms,30.0,0.05,10ms,28939us,breakwaterd,true,10.0,8560us,1,true,100us,0,10ms,10.0,20,1,5000us,true,true,0.01,false,20000us,false,10.0,step,58850us,10ms
0529_2338,S_102000854,breakwaterd,8000,130.5343077565233,130.5343077565233,120.22974816999998,91.3458925,87.483487,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwaterd-parallel-capacity-8000-0529_2338.json,26591us,2ms,8.097836752950782,0.05,10ms,34867us,breakwaterd,true,1.1474597295337519,8754us,2892,true,100us,0,10ms,9.494892587070712,20,385,2141us,true,true,0.01,false,13268us,false,8.958862181960669,step,50492us,10ms
0529_0642,S_149998854,breakwaterd,10000,147.88130758706075,147.88130758706075,378.50495043999996,343.2803132,254.79117300000001,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwaterd-parallel-capacity-10000-0529_0642.json,12125us,2ms,18.587044662048754,0.05,10ms,48106us,breakwaterd,true,3.945816383842095,15629us,3937,true,100us,0,10ms,5.771565381696471,20,56,1400us,true,true,0.01,false,1250us,false,8.490006011992545,step,84173us,10ms
0529_2223,S_149998854,charon,1000,996.1906897532328,996.1906897532328,116.69950382,114.8473749,112.91300799999999,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-1000-0529_2223.json,12500us,2ms,0.001,0.05,8264us,12500us,charon,true,0.001,1000us,400,true,5955us,22,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,17932us
0530_2343,S_149998854,breakwater,12000,4849.533711737684,4849.533711737684,389.85650217,334.7988045,203.09597200000002,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwater-parallel-capacity-12000-0530_2343.json,12500us,2ms,14.617008832015069,0.05,10ms,1402us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,1500,370us,true,true,0.01,false,4031us,false,0.1941868070428605,step,10ms,10ms
0529_2225,S_149998854,charon,2000,1992.0450902630525,1992.0450902630525,120.67599422999999,117.271068,112.7481175,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-2000-0529_2225.json,12500us,2ms,0.001,0.05,8264us,12500us,charon,true,0.001,1000us,400,true,5955us,22,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,17932us
0531_0053,S_102000854,breakwater,16000,8529.481121954588,510.6592715411775,939.9112145999998,741.575111,492.943399,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-16000-0531_0053.json,12500us,2ms,3.725204227553418,0.05,10ms,6883us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,1078,1983us,true,true,0.01,false,8383us,false,1.7278036352152388,step,10ms,10ms
0528_2325,S_161142529,breakwaterd,10000,377.1069414144465,376.7991827571442,321.9605455,290.15710724999997,224.34204799999998,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwaterd-parallel-capacity-10000-0528_2325.json,19623us,2ms,3.070032864834775,0.05,10ms,31435us,breakwaterd,true,6.637946452197888,18164us,2933,true,100us,0,10ms,5.148891120583086,20,166,3472us,true,true,0.01,false,999us,false,4.140559878195683,step,95013us,10ms
0529_1705,S_161142529,dagor,10000,689.6474462642847,90.24000861699581,986.67978213,948.38228135,611.753244,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-dagor-parallel-capacity-10000-0529_1705.json,12500us,45450us,0.001,0.533677952225629,10ms,12500us,dagor,true,0.001,1000us,400,true,100us,0,3676us,0.02,15,400,10ms,true,true,2.5519533304523323,false,1000us,false,0.02,step,10ms,10ms
0529_1908,S_149998854,dagor,4000,3484.3910073270526,3484.3910073270526,160.13674648,149.21950499999997,129.138841,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-dagor-parallel-capacity-4000-0529_1908.json,12500us,6193us,0.001,1.189880849637384,10ms,12500us,dagor,true,0.001,1000us,400,true,100us,0,3806us,0.02,9,400,10ms,true,true,2.0144790634632894,false,1000us,false,0.02,step,10ms,10ms
0529_0407,S_102000854,charon,10000,6532.8114086785545,6249.699321628563,275.70962577999995,203.07059139999973,71.894941,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-10000-0529_0407.json,12500us,2ms,0.001,0.05,19144us,12500us,charon,true,0.001,1000us,400,true,7455us,81,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,14010us
0529_2345,S_102000854,breakwaterd,11000,5836.485288493823,5118.002222068268,372.85663224999996,275.89512565,132.523985,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwaterd-parallel-capacity-11000-0529_2345.json,26591us,2ms,8.097836752950782,0.05,10ms,34867us,breakwaterd,true,1.1474597295337519,8754us,2892,true,100us,0,10ms,9.494892587070712,20,385,2141us,true,true,0.01,false,13268us,false,8.958862181960669,step,50492us,10ms
0530_1611,S_161142529,breakwaterd,15000,5986.127636704091,5478.634572681228,552.6629677999998,399.878114,241.931511,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwaterd-parallel-capacity-15000-0530_1611.json,32086us,2ms,26.29167456888115,0.05,10ms,45125us,breakwaterd,true,0.983468338330501,14145us,2666,true,100us,0,10ms,4.211076250050522,20,16,426us,true,true,0.01,false,3396us,false,8.946066635038473,step,96210us,10ms
0529_0106,S_161142529,breakwaterd,10000,5786.581575549698,5780.633155937102,298.75570259,249.32507879999994,157.3614225,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwaterd-parallel-capacity-10000-0529_0106.json,53167us,2ms,29.9999999993979,0.05,10ms,10389us,breakwaterd,true,0.0,16757us,1,true,100us,0,10ms,5.174572597597655,20,400,5000us,true,true,0.01,false,14723us,false,10.0,step,83778us,10ms
0531_0828,S_161142529,charon,14000,4070.0585423020966,3990.3076024423826,367.87978530000026,267.4674195999983,74.837904,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-charon-parallel-capacity-14000-0531_0828.json,12500us,2ms,0.001,0.05,20616us,12500us,charon,true,0.001,1000us,400,true,1701us,98,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,23573us
0530_1452,S_149998854,charon,15000,4318.858647854165,4027.1295761929437,858.29943999,733.65462185,173.44988,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-15000-0530_1452.json,12500us,2ms,0.001,0.05,8264us,12500us,charon,true,0.001,1000us,400,true,5955us,22,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,17932us
0529_2009,S_102000854,breakwater,7000,3423.306462994616,3423.306462994616,60.56330116,53.94300459999999,43.746075,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-7000-0529_2009.json,12500us,2ms,0.0,0.05,10ms,6842us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,1,0us,true,true,0.01,false,0us,false,2.0,step,10ms,10ms
0529_1917,S_102000854,charon,11000,5231.100886767801,4948.16330040978,375.95100161999994,228.72863079999968,57.765412999999995,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-11000-0529_1917.json,12500us,2ms,0.001,0.05,17185us,12500us,charon,true,0.001,1000us,400,true,4716us,62,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,22259us
0530_2032,S_102000854,charon,16000,7042.1195972013675,5619.838822570267,966.2815926999998,826.5560865,93.1730125,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-16000-0530_2032.json,12500us,2ms,0.001,0.05,17154us,12500us,charon,true,0.001,1000us,400,true,5093us,10,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,30000us
0531_0910,S_161142529,breakwaterd,2000,1618.7377506033379,1618.7377506033379,73.82050478,71.41447310000001,68.375766,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwaterd-parallel-capacity-2000-0531_0910.json,26591us,2ms,8.097836752950782,0.05,10ms,34867us,breakwaterd,true,1.1474597295337519,8754us,2892,true,100us,0,10ms,9.494892587070712,20,385,2141us,true,true,0.01,false,13268us,false,8.958862181960669,step,50492us,10ms
0528_2240,S_161142529,breakwater,10000,8674.72335474789,2170.493583292602,817.6925906,715.630614,479.810489,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwater-parallel-capacity-10000-0528_2240.json,12500us,2ms,13.881710220364063,0.05,10ms,12729us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,28,3318us,true,true,0.01,false,14695us,false,0.1827387822874748,step,10ms,10ms
0530_1610,S_102000854,breakwaterd,10000,3.6607575937840333,3.5590698828455882,218.85766769999992,184.60177425,116.135172,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwaterd-parallel-capacity-10000-0530_1610.json,11335us,2ms,8.52203709658313,0.05,10ms,28396us,breakwaterd,true,9.892631925098605,16898us,1415,true,100us,0,10ms,7.16324267765976,20,108,4947us,true,true,0.01,false,18100us,false,9.873027806416664,step,45230us,10ms
0530_0358,S_149998854,charon,9000,4683.1749428916455,3870.2402112387913,974.33359827,901.0448649,191.52018800000002,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-9000-0530_0358.json,12500us,2ms,0.001,0.05,4316us,12500us,charon,true,0.001,1000us,400,true,35067us,135,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,2913us
0529_0500,S_102000854,breakwater,10000,9172.861761885695,1147.889075249162,597.6092335899999,515.1835997499998,316.333057,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-10000-0529_0500.json,12500us,2ms,0.0,0.05,10ms,7254us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,1,5000us,true,true,0.01,false,0us,false,0.0,step,10ms,10ms
0529_2248,S_149998854,charon,11000,4605.918545524588,4516.415158367891,612.2836352300001,452.50500365000033,158.846216,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-11000-0529_2248.json,12500us,2ms,0.001,0.05,8264us,12500us,charon,true,0.001,1000us,400,true,5955us,22,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,17932us
0529_1839,S_102000854,dagor,10000,759.113631730847,759.113631730847,48.69272619999998,44.965455,41.743472,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-dagor-parallel-capacity-10000-0529_1839.json,12500us,67787us,0.001,1.3809206729950259,10ms,12500us,dagor,true,0.001,1000us,400,true,100us,0,14987us,0.02,14,400,10ms,true,true,0.28759335295667254,false,1000us,false,0.02,step,10ms,10ms
0529_1131,S_149998854,breakwaterd,12000,503.142101412088,503.142101412088,181.86002896000002,150.42673559999994,115.646487,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwaterd-parallel-capacity-12000-0529_1131.json,71280us,2ms,0.0,0.05,10ms,43527us,breakwaterd,true,3.180760312046198,13272us,1,true,100us,0,10ms,10.0,20,42,1us,true,true,0.01,false,0us,false,0.0,step,72335us,10ms
0530_0023,S_102000854,dagor,4000,3280.5711486415944,3280.5711486415944,66.80624132,57.2955306,44.561787,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-dagor-parallel-capacity-4000-0530_0023.json,12500us,1582us,0.001,0.274757894880173,10ms,12500us,dagor,true,0.001,1000us,400,true,100us,0,5443us,0.02,16,400,10ms,true,true,2.6518845382867213,false,1000us,false,0.02,step,10ms,10ms
0531_0555,S_102000854,dagor,16000,1196.2279165529321,1196.2279165529321,56.11760786999999,50.5630976,42.5287685,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-dagor-parallel-capacity-16000-0531_0555.json,12500us,2339us,0.001,0.0053313822579037495,10ms,12500us,dagor,true,0.001,1000us,400,true,100us,0,6613us,0.02,14,400,10ms,true,true,0.07114647852570866,false,1000us,false,0.02,step,10ms,10ms
0530_0848,S_161142529,breakwaterd,12000,42.94261418078944,42.94261418078944,221.67479492000004,190.64369579999993,159.951395,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwaterd-parallel-capacity-12000-0530_0848.json,58983us,2ms,8.633260157590462,0.05,10ms,20621us,breakwaterd,true,4.9157315928033825,12196us,734,true,100us,0,10ms,0.5336254511708038,20,271,97us,true,true,0.01,false,4232us,false,1.3002857211827767,step,61670us,10ms
0529_1634,S_149998854,dagor,10000,1151.8944469564751,1151.8944469564751,128.68537983,121.2108905,114.40217050000001,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-dagor-parallel-capacity-10000-0529_1634.json,12500us,17813us,0.001,0.17008842273955582,10ms,12500us,dagor,true,0.001,1000us,400,true,100us,0,17997us,0.02,18,400,10ms,true,true,0.11716434969864709,false,1000us,false,0.02,step,10ms,10ms
0530_2135,S_102000854,breakwater,16000,6714.656102483606,554.6725918686668,996.12402108,952.2057722999999,395.900025,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-16000-0530_2135.json,12500us,2ms,9.831463185606765,0.05,10ms,14025us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,294,2870us,true,true,0.01,false,11786us,false,0.10672509023416077,step,10ms,10ms
0531_0026,S_161142529,breakwaterd,16000,50.59342724058246,50.59342724058246,158.01004805000002,150.07283325,133.17163499999998,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwaterd-parallel-capacity-16000-0531_0026.json,12084us,2ms,29.967162758880068,0.05,10ms,48127us,breakwaterd,true,9.852531747012277,15588us,4063,true,100us,0,10ms,0.06538605896122901,20,136,1485us,true,true,0.01,false,1306us,false,0.06538605896122901,step,84226us,10ms
0529_0318,S_161142529,charon,10000,4320.5335672262645,4320.5335672262645,198.20308505999958,132.0459902999999,72.206402,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-charon-parallel-capacity-10000-0529_0318.json,12500us,2ms,0.001,0.05,30000us,12500us,charon,true,0.001,1000us,400,true,100us,150,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,7419us
0530_1911,S_161142529,charon,16000,6795.889328848621,6137.898795508899,671.7624461399998,541.7378877999994,158.17973,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-charon-parallel-capacity-16000-0530_1911.json,12500us,2ms,0.001,0.05,16886us,12500us,charon,true,0.001,1000us,400,true,13332us,67,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,22581us
0531_0316,S_102000854,breakwater,16000,8415.700563674676,447.02735984906934,821.9108756299996,713.4865173499995,419.091068,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-16000-0531_0316.json,12500us,2ms,20.0,0.05,10ms,5212us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,2000,2621us,true,true,0.01,false,3893us,false,5.0,step,10ms,10ms
0530_0802,S_161142529,breakwater,12000,687.4296330864793,106.8993997880016,998.75580687,979.78028085,757.6240339999999,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwater-parallel-capacity-12000-0530_0802.json,12500us,2ms,3.118532388740465,0.05,10ms,12846us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,197,4568us,true,true,0.01,false,6233us,false,0.132748432407505,step,10ms,10ms
0531_0415,S_102000854,breakwaterd,16000,6423.843970492263,311.6399764452964,856.2278646900006,759.14809265,455.9833145,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwaterd-parallel-capacity-16000-0531_0415.json,51020us,2ms,30.0,0.05,10ms,24538us,breakwaterd,true,0.0,14910us,5000,true,100us,0,10ms,0.0,20,1,1us,true,true,0.01,false,9673us,false,0.0,step,79408us,10ms
0530_1509,S_102000854,charon,15000,4920.656524049714,4732.873498276288,350.50590995000084,183.97580424999998,66.4019135,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-15000-0530_1509.json,12500us,2ms,0.001,0.05,10089us,12500us,charon,true,0.001,1000us,400,true,8027us,145,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,21077us
0530_0704,S_102000854,breakwater,12000,7836.435565445007,4642.890974950718,403.41892735999994,337.9691762,195.463716,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-12000-0530_0704.json,12500us,2ms,20.0,0.05,10ms,20000us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,2000,0us,true,true,0.01,false,0us,false,2.0,step,10ms,10ms
0530_0524,S_161142529,charon,12000,5475.412313970939,5174.6502291190145,431.30608487000035,362.80163479999993,82.688551,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-charon-parallel-capacity-12000-0530_0524.json,12500us,2ms,0.001,0.05,26783us,12500us,charon,true,0.001,1000us,400,true,4098us,81,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,17447us
0531_0415,S_149998854,breakwaterd,12000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwaterd-parallel-capacity-12000-0531_0415.json,10000us,2ms,30.0,0.05,10ms,10000us,breakwaterd,true,0.0,20000us,1,true,100us,0,10ms,1.4465856737828094e-09,20,1,5000us,true,true,0.01,false,20000us,false,1.1583017595955077e-09,step,68217us,10ms
0531_0239,S_102000854,breakwater,16000,5918.421117617178,5324.936105460735,345.53022314,265.18297359999985,123.491936,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-16000-0531_0239.json,12500us,2ms,12.199723201303138,0.05,10ms,877us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,276,1524us,true,true,0.01,false,3102us,false,4.691607167837726,step,10ms,10ms
0530_0422,S_102000854,charon,12000,5933.7635854903665,5449.30341122036,569.0146758199998,420.84411499999993,63.7930075,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-12000-0530_0422.json,12500us,2ms,0.001,0.05,28813us,12500us,charon,true,0.001,1000us,400,true,6271us,41,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,24335us
0530_0440,S_161142529,charon,12000,5535.79028283522,5480.876234159697,354.6909027,205.6064922,101.987748,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-charon-parallel-capacity-12000-0530_0440.json,12500us,2ms,0.001,0.05,12614us,12500us,charon,true,0.001,1000us,400,true,9813us,99,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,22795us
0528_2223,S_149998854,charon,10000,3238.4298762908043,3238.4298762908043,437.73484671999967,356.9702404999998,134.480279,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-10000-0528_2223.json,12500us,2ms,0.001,0.05,28807us,12500us,charon,true,0.001,1000us,400,true,9882us,126,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,17822us
0530_0659,S_149998854,breakwater,9000,5274.191893278605,5011.185223191381,649.09640896,579.7996509999999,299.80214,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-breakwater-parallel-capacity-9000-0530_0659.json,12500us,2ms,5.608879841288104,0.05,10ms,5942us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,896,516us,true,true,0.01,false,18171us,false,1.578558656902977,step,10ms,10ms
0529_0255,S_102000854,charon,10000,8519.688058939919,4756.161411882042,499.36513082,438.96907989999994,195.704764,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-10000-0529_0255.json,12500us,2ms,0.001,0.05,6233us,12500us,charon,true,0.001,1000us,400,true,7495us,10,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,5012us
0529_0331,S_102000854,charon,10000,7204.116602788383,6523.0019943768175,588.5002775600024,397.27524650000055,86.3639125,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-10000-0529_0331.json,12500us,2ms,0.001,0.05,2355us,12500us,charon,true,0.001,1000us,400,true,8505us,43,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,9025us
0529_0138,S_102000854,breakwater,10000,8915.199139040955,247.56238628143882,715.0845276399999,618.0460681999999,391.624643,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-10000-0529_0138.json,12500us,2ms,11.20164630556524,0.05,10ms,13241us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,1517,3624us,true,true,0.01,false,8733us,false,1.1791247016355608,step,10ms,10ms
0529_1605,S_149998854,dagor,10000,2724.100142993613,2724.100142993613,150.1623472,141.2776876,123.544555,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-dagor-parallel-capacity-10000-0529_1605.json,12500us,30930us,0.001,1.4406489868843162,10ms,12500us,dagor,true,0.001,1000us,400,true,100us,0,8923us,0.02,7,400,10ms,true,true,0.0003431244520346599,false,1000us,false,0.02,step,10ms,10ms
0530_1514,S_102000854,breakwater,2000,301.56411391166995,301.56411391166995,46.0759895,44.7573205,42.813664,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-2000-0530_1514.json,12500us,2ms,8.34044009405148,0.05,10ms,1937us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,605,0us,true,true,0.01,false,2935us,false,1.4406489868843162,step,10ms,10ms
0531_0848,S_149998854,charon,8000,4239.486539588888,4239.486539588888,436.93630938999996,296.3725749999996,140.87219199999998,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-8000-0531_0848.json,12500us,2ms,0.001,0.05,5701us,12500us,charon,true,0.001,1000us,400,true,25096us,144,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,16650us
0529_1843,S_102000854,dagor,10000,1025.2481012523704,81.64788526867775,1000.5078042,989.2040586,868.329449,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-dagor-parallel-capacity-10000-0529_1843.json,12500us,59066us,0.001,1.8515044119531365,10ms,12500us,dagor,true,0.001,1000us,400,true,100us,0,8381us,0.02,8,400,10ms,true,true,2.546301540619033,false,1000us,false,0.02,step,10ms,10ms
0531_0653,S_161142529,breakwaterd,2000,1862.4619058305732,1862.4619058305732,73.33534786,70.89681225000001,67.967067,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwaterd-parallel-capacity-2000-0531_0653.json,26591us,2ms,8.097836752950782,0.05,10ms,34867us,breakwaterd,true,1.1474597295337519,8754us,2892,true,100us,0,10ms,9.494892587070712,20,385,2141us,true,true,0.01,false,13268us,false,8.958862181960669,step,50492us,10ms
0530_0916,S_102000854,breakwaterd,12000,6453.596924766612,1436.0624752563758,615.5372965999999,531.8416596999999,313.104758,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwaterd-parallel-capacity-12000-0530_0916.json,51839us,2ms,7.74265239683669,0.05,10ms,36922us,breakwaterd,true,7.343868416364185,8830us,1293,true,100us,0,10ms,5.862733321486044,20,385,1239us,true,true,0.01,false,3333us,false,4.1729548956761615,step,83015us,10ms
0529_0944,S_149998854,charon,2000,1974.1882255878368,1974.1882255878368,120.74491950999999,117.27241384999998,112.77679549999999,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-2000-0529_0944.json,12500us,2ms,0.001,0.05,11593us,12500us,charon,true,0.001,1000us,400,true,12238us,127,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,29998us
0531_0159,S_161142529,dagor,16000,429.9604991062533,38.073150599268324,1033.884868,996.306324,793.868806,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-dagor-parallel-capacity-16000-0531_0159.json,12500us,100000us,0.001,2.0,10ms,12500us,dagor,true,0.001,1000us,400,true,100us,0,20000us,0.02,20,400,10ms,true,true,3.0,false,1000us,false,0.02,step,10ms,10ms
0530_1313,S_102000854,charon,11000,5847.209995329672,5632.912177158374,323.63449312,133.97837094999994,61.813638,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-11000-0530_1313.json,12500us,2ms,0.001,0.05,10089us,12500us,charon,true,0.001,1000us,400,true,8027us,145,10ms,0.02,20,400,10ms,true,true,0.01,false,1000us,true,0.02,proportional,10ms,21077us
0529_0455,S_102000854,breakwater,10000,2980.2123676040296,2980.2123676040296,144.66474039999997,93.75596954999999,43.6426355,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-10000-0529_0455.json,12500us,2ms,0.0,0.05,10ms,2077us,breakwater,true,0.001,1000us,400,true,100us,0,10ms,0.02,20,1,5000us,true,true,0.01,false,7124us,false,2.0,step,10ms,10ms
0529_2342,S_149998854,dagor,3000,2905.9338896936792,2905.9338896936792,135.39235456,128.87947970000002,117.92667,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-dagor-parallel-capacity-3000-0529_2342.json,12500us,6193us,0.001,1.189880849637384,10ms,12500us,dagor,true,0.001,1000us,400,true,100us,0,3806us,0.02,9,400,10ms,true,true,2.0144790634632894,false,1000us,false,0.02,step,10ms,10ms
